Model,Price,Kilometer,Seller Type,Engine,Max Power,Max Torque,Seating Capacity,Age,Make_BMW,Make_Chevrolet,Make_Datsun,Make_Ferrari,Make_Fiat,Make_Ford,Make_Honda,Make_Hyundai,Make_Isuzu,Make_Jaguar,Make_Jeep,Make_Kia,Make_Lamborghini,Make_Land Rover,Make_Lexus,Make_MG,Make_MINI,Make_Mahindra,Make_Maruti Suzuki,Make_Maserati,Make_Mercedes-Benz,Make_Mitsubishi,Make_Nissan,Make_Porsche,Make_Renault,Make_Rolls-Royce,Make_Skoda,Make_Ssangyong,Make_Tata,Make_Toyota,Make_Volkswagen,Make_Volvo,Fuel Type_CNG + CNG,Fuel Type_Diesel,Fuel Type_Electric,Fuel Type_Hybrid,Fuel Type_LPG,Fuel Type_Petrol,Fuel Type_Petrol + CNG,Fuel Type_Petrol + LPG,Transmission_Manual,Owner_First,Owner_Fourth,Owner_Second,Owner_Third,Owner_UnRegistered Car,Mileage Intensity,Price per CC,Price_log,Kilometer_log,Engine_log,Max Power_log
GLE 250 d,0.37907078865489924,0.5755051041631061,Individual,0.5607826810990841,0.5347222222222222,500 Nm @ 1600 rpm,0.49999999999999994,0.14705882352941174,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.49999390168815244,0.352539404468988,0.7754748878223072,0.8676877156132243,0.7120574023345556,0.7385061880637043
C-Class C 220d Progressive [2018-2019],0.31339020646221866,0.3663324936196489,Individual,0.48043297252289763,0.5034722222222222,400 Nm @ 1600 rpm,0.49999999999999994,0.08823529411764706,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0.42861307295436757,0.32185540102513066,0.7322066919685191,0.7610544801889265,0.6441804909204993,0.7150839819981027
Kwid CLIMBER 1.0 [2017-2019],0.02017332167346617,0.29660829010516326,Individual,0.08451290591174021,0.06944444444444442,91 Nm @ 4250 rpm,0.49999999999999994,0.14705882352941174,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,0.25525963174374716,0.05787673121527709,0.20213537391253755,0.7118995024371833,0.16326851506666795,0.1789942328207239
GLA 200 d Sport,0.15622595621544733,0.38724975467399464,Individual,0.5607826810990841,0.30208333333333326,300 Nm @ 1600 rpm,0.49999999999999994,0.1764705882352941,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.29536885931796913,0.1464403603074734,0.5776692401903034,0.7740639463279577,0.7120574023345556,0.5314087950219868
Thar LX 4-STR Hard Top Petrol AT,0.14543557485522124,0.013528023836351263,Individual,0.5,0.35763888888888884,320 Nm @ 1500 rpm,0.3333333333333333,0.029411764705882346,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.033775117444060324,0.1473096666624693,0.5622230161580974,0.14240730817291158,0.661309333792123,0.5889680088586946
Celerio VXi AMT,0.02017332167346617,0.22688408659067752,Individual,0.08409658617818483,0.06944444444444442,90 Nm @ 3500 rpm,0.49999999999999994,0.23529411764705882,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.13567356802091274,0.057946678324865025,0.20213537391253755,0.6503394837331933,0.1625485954029493,0.1789942328207239
Alto 800 Vxi,0.011728675391550099,0.1386550794634473,Individual,0.0,0.0,69 Nm @ 3500 rpm,0.49999999999999994,0.1764705882352941,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,0.10146317797135072,0.05465297086734304,0.1370067403969797,0.540430445826698,0.0,0.0
Thar AX 6-STR Soft Top Petrol MT,0.15857169129375734,0.14516732007170027,Individual,0.5,0.35763888888888884,300 Nm @ 1250 rpm,0.6666666666666667,0.029411764705882346,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,0.26480426827157894,0.16034687199243003,0.5808981060555856,0.5504603873531075,0.661309333792123,0.5889680088586946
Ertiga ZDi,0.04325535484403677,0.4848636395942747,Individual,0.18817651956702752,0.1458333333333333,200 Nm @ 1750 rpm,0.8333333333333333,0.2647058823529412,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,0.27361470198957755,0.08060569205005452,0.32183957745435965,0.827028786399715,0.32325773128385293,0.32304094807642914
Pajero 2.5 AT,0.12338566511910705,0.5545878431087604,Individual,0.6998334721065778,0.44791666666666663,350 Nm @ 1800 rpm,0.8333333333333333,0.1764705882352941,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.42589380328831866,0.09880850335963831,0.5271390252189541,0.8588859744569084,0.8162341970149765,0.6706109849416508
Fortuner 3.0 4x2 AT,0.15388022113713729,0.5824775245145547,Individual,0.91007493755204,0.42361111111111105,360 Nm @ 1400 rpm,0.8333333333333333,0.20588235294117646,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0.40087652236066834,0.1003228891316521,0.5743958368660818,0.8705527249974412,0.9496964808363684,0.6498745210596177
Grand i10 Magna 1.2 Kappa VTVT [2013-2016],0.02242522734864379,0.24780134764502326,Individual,0.16694421315570357,0.11805555555555555,114 Nm @ 4000 rpm,0.49999999999999994,0.1176470588235294,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,0.24564507113878836,0.0500583230939763,0.21685745753323582,0.6704838421146206,0.29325948296876625,0.2752019339723071
Creta 1.6 SX Plus Special Edition,0.06849546428665258,0.9472327227802352,Individual,0.32722731057452126,0.2743055555555556,265 Nm @ 1900 rpm,0.49999999999999994,0.20588235294117646,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,0.6569370943181007,0.09269032201005242,0.407247966697339,0.9869507641275743,0.49377793214932364,0.500015931374354
Verna Fluidic 1.6 VTVT SX Opt AT,0.10931125464924693,0.05187633576931841,Individual,0.3309741881765196,0.2569444444444444,158 Nm @ 4200 rpm,0.49999999999999994,0.029411764705882346,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.10107704167877178,0.1429441285483671,0.5016877369320567,0.3410205321315698,0.4978573363321983,0.4793746691121501
C-Class 220 CDI AT,0.4822831321005401,0.07000462868308469,Individual,0.5628642797668609,0.42708333333333337,410@2000,0.49999999999999994,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0.1838788030099623,0.4469252119519923,0.8306803594041012,0.39813818164839176,0.713733526185532,0.6528885962240056
E-Class E 220d Expression [2019-2019],0.43302269545602967,0.34213122257977097,Individual,0.48043297252289763,0.5034722222222222,400 Nm @ 1600 rpm,0.49999999999999994,0.1176470588235294,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.3402453550838701,0.4434488306259103,0.8059250367837105,0.7450863284953226,0.6441804909204993,0.7150839819981027
Quanto C4,0.008350816878783671,0.4011945953768918,Individual,0.2901748542880932,0.18402777777777776,240 Nm @ 1600 rpm,0.8333333333333333,0.2647058823529412,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,0.22466784800069645,0.01908467928513346,0.10496030521828681,0.7823682745567755,0.4521408334069168,0.3822990009556819
Celerio VXi (O) [2019-2020],0.03284019726693714,0.3175255511595089,Individual,0.08409658617818483,0.06944444444444442,90 Nm @ 3500 rpm,0.49999999999999994,0.08823529411764706,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,0.3715084099673397,0.08310227047796928,0.27510642866764146,0.7277084134847409,0.1625485954029493,0.1789942328207239
Compass Limited 2.0 Diesel 4x4 [2017-2020],0.12103993004079704,0.610367205920349,Individual,0.4829308909242298,0.4305555555555556,350 Nm @ 1750 rpm,0.49999999999999994,0.1176470588235294,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,0.6092502721990476,0.1259280595716912,0.523082209387502,0.8816889876810836,0.6463899900276937,0.655885096506212
S-Cross Delta 1.6,0.045038113503552385,0.4221118564312375,Individual,0.33388842631140714,0.24652777777777776,320 Nm @ 1750 rpm,0.49999999999999994,0.14705882352941174,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,0.3653900532187295,0.06254918412882043,0.3289916443786942,0.7943196394775187,0.501014293766608,0.4665798586046792
Celerio LDi [2015-2017],0.01304228703540371,0.44178802666302536,Individual,0.0,0.0,125 Nm @ 2000 rpm,0.49999999999999994,0.14705882352941174,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,0.3826560559633073,0.05792373707889224,0.14838714731946512,0.8050534024228635,0.0,0.0
Wagon R Duo LXi LPG,0.0032840291096340284,0.6940362501377317,Individual,0.1103247293921732,0.03819444444444442,77@4500,0.49999999999999994,0.38235294117647056,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,0.29196977223540793,0.02224807592169621,0.04694736516986664,0.9123484275803397,0.20655285034787862,0.10603595088807127
S-Class 350 CDI L,0.12526225318175505,0.48556088162941946,Individual,0.9121565362198167,0.6527777777777778,490 Nm @ 1800 rpm,0.49999999999999994,0.32352941176470584,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0.23200987609902862,0.08114611460943981,0.5303352748735488,0.8273687656009501,0.9509015717960914,0.818450325104116
Cayenne Base,1.0,0.03537958921779108,Individual,0.9154870940882598,1.0,450 Nm @ 1340 rpm,0.49999999999999994,0.029411764705882346,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.07212497754434864,0.6597616034916346,0.9999999999999996,0.2741280511044617,0.9528255292093375,1.0
Etios Liva G,0.01782758659515615,0.21991166623922895,Individual,0.16694421315570357,0.11458333333333334,104 Nm @ 3100 rpm,0.49999999999999994,0.2647058823529412,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,0.11861633102478751,0.042445662554815015,0.18576216129498313,0.6432389496480266,0.29325948296876625,0.2688963537286502
Innova 2.4 VX 7 STR [2016-2020],0.1183188773499574,0.5057809006486204,Individual,0.6648626144879267,0.3506944444444444,343 Nm @ 1400 rpm,0.8333333333333333,0.14705882352941174,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,0.4388103342020511,0.09849922136089784,0.5182877444230272,0.8370283397539002,0.7914193364429689,0.5821159294469407
Jazz V AT Petrol,0.04081579036259435,0.6731189890833861,Individual,0.16777685262281433,0.1458333333333333,110 Nm @ 4800 rpm,0.49999999999999994,0.14705882352941174,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.5856508961686943,0.08035477100641114,0.3116895754150564,0.9050357670130449,0.29445974954208864,0.32304094807642914
Swift DZire VDI,0.017921415998288556,0.27569102905081755,Individual,0.18817651956702752,0.09374999999999997,190 Nm @ 2000 rpm,0.49999999999999994,0.2647058823529412,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,0.15124756701737485,0.040372571961561264,0.18643924430000736,0.694999509567765,0.32325773128385293,0.2293462022617434
SX4 VXi,0.015481851516846133,0.8055949757609089,Individual,0.32889258950874267,0.19097222222222218,145@4200,0.49999999999999994,0.2941176470588235,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,0.42422040657075,0.026177389154382502,0.16817504961233132,0.9480414304285647,0.4955938565045601,0.3923757618985735
XUV500 W8 AWD,0.07647096355290665,0.5266981617029661,Individual,0.5757701915070774,0.32291666666666663,330 Nm @ 2800 rpm,0.8333333333333333,0.14705882352941174,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,0.45716540444788156,0.07128074172940649,0.42889515407775614,0.8466356562946742,0.7240392458720901,0.5537557219655818
Ciaz Delta Hybrid 1.5 [2018-2020],0.062396553083046535,0.2896358697537147,Individual,0.2772689425478768,0.19444444444444445,138 Nm @ 4400 rpm,0.49999999999999994,0.08823529411764706,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,0.3388771739747523,0.09300952811564059,0.3892502387990313,0.7063947119005167,0.43705313221451725,0.397341001900239
Hexa XT 4x2 6 STR,0.08350816878783672,0.6017004874234984,Individual,0.5757701915070774,0.3715277777777778,400 Nm @ 1700 rpm,0.6666666666666667,0.14705882352941174,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,0.5229805679926807,0.0776816052588593,0.44648230053215476,0.8782822985903458,0.7240392458720901,0.6024040249650988
Q3 30 TDI Premium FWD,0.16983121966964543,0.5755051041631061,Individual,0.48792672772689427,0.35763888888888884,340 Nm @ 1750 rpm,0.49999999999999994,0.14705882352941174,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0.49999390168815244,0.1742249278548872,0.5958130439155802,0.8676877156132243,0.6507887381766446,0.5889680088586946
2 Series Gran Coupe 220d M Sport [2020-2021],0.36968784834165913,0.06746666767515741,Corporate,0.49916736053288924,0.48958333333333337,400 Nm @ 1750 rpm,0.49999999999999994,0.058823529411764705,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.09873738205810326,0.3702561469962503,0.7697561038194163,0.3908996609373103,0.660588693127119,0.7043213196750706
Alto VXI,0.02111161570479018,0.0,Individual,0.2922564529558701,0.2395833333333333,,,0.08823529411764706,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,0.0,0.03586462423825034,0.2083809313283922,0.0,0.4545449774538408,0.457869508683332
A4 35 TDI Premium Sunroof,0.1280771352757271,0.3244979715109575,Individual,0.48792672772689427,0.45138888888888884,380 Nm @ 1750 rpm,0.49999999999999994,0.20588235294117646,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.21977316260180835,0.13217459367025602,0.5350503561746263,0.732759176423941,0.6507887381766446,0.6735061945282759
A-Class Sedan 200,0.37437931849827916,0.024683896398668973,Individual,0.22314737718567856,0.39583333333333337,250 Nm @ 1620 rpm,0.49999999999999994,0.029411764705882346,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.05335385903961275,0.5674694034072035,0.7726327214864934,0.2183675123576463,0.3700930122652277,0.6251035408366721
Vitara Brezza ZDi Plus,0.053013612769806456,0.42908427678268607,Individual,0.18817651956702752,0.1458333333333333,200 Nm @ 1750 rpm,0.49999999999999994,0.14705882352941174,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,0.3715084099673397,0.09610289386191857,0.35858599465350105,0.7981772706561201,0.32325773128385293,0.32304094807642914
Corolla Altis 1.8 G,0.016889292563832144,0.7428431925978718,Individual,0.4154870940882598,0.29513888888888884,170@4200,0.49999999999999994,0.32352941176470584,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,0.36101979839829373,0.023313988194572102,0.17888291379174337,0.9286074023802606,0.584214520312746,0.5237385281168465
Baleno Delta 1.2,0.04597640753487639,0.2059668255363318,Individual,0.16694421315570357,0.12499999999999997,115 Nm @ 4000 rpm,0.49999999999999994,0.1176470588235294,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,0.20369062486260459,0.08905378830478212,0.33267106290988346,0.6283888910827646,0.29325948296876625,0.2875856257839553
Swift Lxi (O) [2014-2017],0.03847005528428432,0.07349083885880897,Individual,0.16694421315570357,0.12499999999999997,115 Nm @ 4000 rpm,0.49999999999999994,0.08823529411764706,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,0.08598509503220012,0.07662495477145756,0.3015027024520087,0.4077448701482589,0.29325948296876625,0.2875856257839553
Innova 2.5 E,0.0,0.610367205920349,Individual,0.7069109075770192,0.19097222222222218,200@3400,1.0,0.4117647058823529,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,0.239063981526838,0.0,0.0,0.8816889876810836,0.8211537874413599,0.3923757618985735
Scorpio S5 2WD 7 STR,0.09945916732034485,0.22688408659067752,Individual,0.5757701915070774,0.2534722222222222,280 Nm @ 1800 rpm,0.8333333333333333,0.058823529411764705,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,0.3225615559784586,0.09219022925895233,0.4820943893645424,0.6503394837331933,0.7240392458720901,0.47514502924901914
XUV500 W4 1.99,0.06005081800473651,0.7637604536522175,Individual,0.5,0.3159722222222222,320 Nm @ 1600 rpm,0.8333333333333333,0.14705882352941174,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,0.665189533900626,0.06256783201772435,0.3819475759315534,0.9352582043447719,0.661309333792123,0.5464141922169379
Baleno Zeta 1.2 AT,0.046914701566200395,0.2617461883479204,Individual,0.16694421315570357,0.12499999999999997,115 Nm @ 4000 rpm,0.49999999999999994,0.14705882352941174,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.22466784800069645,0.09060739249644768,0.33629430499884805,0.6830482418487724,0.29325948296876625,0.2875856257839553
WR-V VX MT Petrol,0.03893920229994634,0.35643165672059196,Individual,0.16777685262281433,0.1458333333333333,110 Nm @ 4800 rpm,0.49999999999999994,0.14705882352941174,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,0.3077551326468221,0.0772527456228854,0.3035753592495767,0.7546471433490649,0.29445974954208864,0.32304094807642914
Quanto C8,0.007506352250592065,0.34192902238957895,Individual,0.2901748542880932,0.18402777777777776,240 Nm @ 1600 rpm,0.8333333333333333,0.2647058823529412,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,0.1899971597585724,0.01796364928132816,0.09622371845915811,0.7449484322687221,0.4521408334069168,0.3822990009556819
City V Petrol,0.07412522847459663,0.13624262202184612,Individual,0.2918401332223147,0.24652777777777776,145 Nm @ 4600 rpm,0.49999999999999994,0.08823529411764706,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,0.15940537601552174,0.10608427914328047,0.4227307071600639,0.5366080719882662,0.45406479082016205,0.4665798586046792
Kwid RXT [2015-2019],0.024301815411291807,0.14809573661930867,Individual,0.0012489592006660888,0.020833333333333315,72 Nm @ 4386 rpm,0.49999999999999994,0.14705882352941174,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,0.1249386329983513,0.08559133150365712,0.2284645399322991,0.5548401608101527,0.0027034207524261333,0.06052850678309296
Swift DZire VXI AT,0.05535934784811647,0.3180066481637589,Individual,0.16694421315570357,0.12499999999999997,115 Nm @ 4000 rpm,0.49999999999999994,0.14705882352941174,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.27403686860523163,0.10458983022143784,0.36663143589051783,0.7280602809739625,0.29325948296876625,0.2875856257839553
A4 35 TDI Premium Plus,0.30400726614897855,0.3175255511595089,Individual,0.48792672772689427,0.48958333333333337,400 Nm @ 1750 rpm,0.49999999999999994,0.08823529411764706,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.3715084099673397,0.3093529680437019,0.7253274265169081,0.7277084134847409,0.6507887381766446,0.7043213196750706
Octavia Elegance 2.0 TDI AT,0.0938294031324008,0.31739307517283144,Individual,0.48792672772689427,0.32638888888888884,320 Nm @ 1750 rpm,0.49999999999999994,0.20588235294117646,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.21478547818034138,0.09768387012555854,0.4701262445897223,0.727611433619868,0.6507887381766446,0.5573875274867786
Alcazar Platinum 7 STR 1.5 Diesel,0.14918875098051726,0.16413230342764037,Individual,0.2901748542880932,0.22916666666666666,250 Nm @ 1500 rpm,0.8333333333333333,0.029411764705882346,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,0.2980881289840181,0.20604757214199587,0.5677103813721707,0.5775276561740732,0.4521408334069168,0.4445207492784484
Seltos HTK Plus AT 1.5 Diesel [2020-2021],0.13276860543234711,0.4221118564312375,Individual,0.2901748542880932,0.22916666666666666,250 Nm @ 1500 rpm,0.49999999999999994,0.058823529411764705,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.5966639383161925,0.1842497665124483,0.5427064380624436,0.7943196394775187,0.4521408334069168,0.4445207492784484
Fortuner 2.8 4x2 AT [2016-2020],0.2487417477039945,0.4813774294185504,Individual,0.8155703580349709,0.4409722222222222,450 Nm @ 1600 rpm,0.8333333333333333,0.08823529411764706,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0.5632169214237904,0.1778160173048862,0.6801811974545928,0.8253217762796838,0.8927439449368011,0.6647711682081643
Grand i10 Asta 1.2 Kappa VTVT [2013-2016],0.02955626198670625,0.09880072473456729,Individual,0.16694421315570357,0.11805555555555555,114 Nm @ 4000 rpm,0.49999999999999994,0.1764705882352941,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,0.07037648714907917,0.06186571495063464,0.25823457856671217,0.4680639461055982,0.29325948296876625,0.2752019339723071
A6 35 TDI Matrix,0.3932390285278917,0.23385650694212612,Individual,0.48792672772689427,0.4965277777777778,400 Nm @ 1750 rpm,0.49999999999999994,0.1176470588235294,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.23166025571339377,0.39921783952591366,0.7838572411514231,0.6572399815702292,0.6507887381766446,0.7097308258601829
City VX Petrol [2017-2019],0.06474228816135655,0.3123310979976798,Individual,0.2918401332223147,0.24305555555555555,145 Nm @ 4600 rpm,0.49999999999999994,0.14705882352941174,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,0.269056526211863,0.09366167248046359,0.3963348791120991,0.7238767221577973,0.45406479082016205,0.4622431379960936
