Model,Price,Kilometer,Seller Type,Engine,Max Power,Max Torque,Seating Capacity,Age,Make_BMW,Make_Chevrolet,Make_Datsun,Make_Ferrari,Make_Fiat,Make_Ford,Make_Honda,Make_Hyundai,Make_Isuzu,Make_Jaguar,Make_Jeep,Make_Kia,Make_Lamborghini,Make_Land Rover,Make_Lexus,Make_MG,Make_MINI,Make_Mahindra,Make_Maruti Suzuki,Make_Maserati,Make_Mercedes-Benz,Make_Mitsubishi,Make_Nissan,Make_Porsche,Make_Renault,Make_Rolls-Royce,Make_Skoda,Make_Ssangyong,Make_Tata,Make_Toyota,Make_Volkswagen,Make_Volvo,Fuel Type_CNG + CNG,Fuel Type_Diesel,Fuel Type_Electric,Fuel Type_Hybrid,Fuel Type_LPG,Fuel Type_Petrol,Fuel Type_Petrol + CNG,Fuel Type_Petrol + LPG,Transmission_Manual,Owner_First,Owner_Fourth,Owner_Second,Owner_Third,Owner_UnRegistered Car
C-Class 220 BlueEfficiency,975000,102000,Individual,2143.0,170.0,400 Nm @ 2800 rpm,5.0,11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
Swift VXi [2014-2017],450000,48200,Individual,1197.0,83.0,115 Nm @ 4000 rpm,5.0,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
Swift DZire VDI,459999,55000,Individual,1248.0,74.0,190 Nm @ 2000 rpm,5.0,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
ES 300h Exquisite [2020-2021],5200000,14000,Individual,2487.0,176.0,221 Nm @ 3600 rpm,5.0,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
Elite i20 Sportz 1.2 MT,700000,25000,Individual,1197.0,82.0,115 Nm @ 4200 rpm,5.0,4,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False
Polo Highline Plus 1.0L TSI,1025000,20124,Individual,999.0,109.0,175 Nm @ 1750 rpm,5.0,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False
Grand i10 Asta 1.2 Kappa VTVT [2013-2016],380000,55660,Individual,1197.0,81.0,114 Nm @ 4000 rpm,5.0,9,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False
Octavia Style 1.8 TSI AT,819999,94580,Individual,1798.0,177.0,250 Nm @ 1250 rpm,5.0,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
GLA 200 Sport,1691000,45000,Individual,1991.0,181.0,300 Nm @ 1200 rpm,5.0,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
GLC 220d 4MATIC Progressive [2019-2021],5200000,10000,Individual,1950.0,192.0,400 Nm @ 1600 rpm,5.0,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
Ciaz VDi SHVS,725000,57000,Individual,1248.0,89.0,200 Nm @ 1750 rpm,5.0,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False
Grand i10 NIOS Sportz 1.2 Kappa VTVT CNG,725000,45000,Individual,1197.0,68.0,95 Nm @ 4000 rpm,5.0,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
Alto LXi CNG,155000,90342,Individual,796.0,39.0,54 Nm @ 3000 rpm,5.0,13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
Amaze 1.2 VX MT Petrol [2018-2020],700000,1000,Individual,1199.0,89.0,110 Nm @ 4800 rpm,5.0,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False
Verna Fluidic 1.6 CRDi SX,235000,135000,Individual,1582.0,126.0,260 Nm @ 1900 rpm,5.0,13,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False
Fortuner 3.0 4x4 MT,1975000,123000,Individual,2982.0,169.0,343 Nm @ 1400 rpm,7.0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
XUV500 W8 AWD,810000,47531,Individual,2179.0,140.0,330 Nm @ 2800 rpm,7.0,12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False
Seltos HTX Plus 1.5 Diesel [2020-2021],1350000,79000,Individual,1493.0,113.0,250 Nm @ 1500 rpm,5.0,5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
Scorpio VLX 2WD Airbag BS-IV,450000,95000,Individual,2179.0,120.0,290 Nm @ 1800 rpm,8.0,13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False
i10 Magna 1.2 Kappa2,250000,53000,Individual,1197.0,79.0,112.7619 Nm @ 4000 rpm,5.0,13,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False
Elite i20 Asta 1.4 CRDI [2016-2017],819999,30000,Individual,1396.0,89.0,220 Nm @ 1500 rpm,5.0,4,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False
Fortuner 2.8 4x4 AT [2016-2020],2690000,65000,Individual,2755.0,174.0,450 Nm @ 1600 rpm,7.0,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
Creta SX 1.6 AT CRDi,1240000,440000,Individual,1582.0,126.0,260 Nm @ 1500 rpm,5.0,6,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
City VX,790000,63088,Individual,1497.0,117.0,145 Nm @ 4600 rpm,5.0,8,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False
i10 Magna (O),150000,62000,Individual,1086.0,67.0,99@2800,5.0,16,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
Cruze LTZ,400000,80000,Individual,1991.0,150.0,327@2600,5.0,13,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
X5 xDrive30d xLine,8300000,29000,Individual,2993.0,262.0,620 Nm @ 1500 rpm,5.0,4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
S90 D4 Inscription,6000000,2600,Individual,1969.0,187.0,400 Nm @ 1750 rpm,5.0,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
Xcent S 1.1 CRDi (O),390000,81000,Individual,1120.0,71.0,180 Nm @ 1750 rpm,5.0,10,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False
Verna Fluidic 1.6 VTVT SX,385000,73000,Individual,1591.0,121.0,158 Nm @ 4200 rpm,5.0,13,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False
Endeavour Titanium 3.2 4x4 AT,3650000,34000,Individual,3198.0,197.0,470 Nm @ 1750 rpm,7.0,5,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
Verna Fluidic 1.6 VTVT SX,547000,36623,Individual,1591.0,121.0,158 Nm @ 4200 rpm,5.0,11,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False
Creta SX 1.6 AT Petrol,1295000,30000,Individual,1591.0,122.0,151 Nm @ 4850 rpm,5.0,6,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
Wagon R VXi 1.0 [2019-2019],570000,5000,Individual,1498.0,116.0,,5.0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False
CR-V 2.4 AT,844999,80121,Individual,1498.0,116.0,,,10,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
i10 Sportz 1.2 Kappa2,250000,64000,Individual,1197.0,79.0,112.7619 Nm @ 4000 rpm,5.0,13,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False
Corolla Altis VL AT Petrol,1670000,39000,Individual,1798.0,138.0,173 Nm @ 4000 rpm,5.0,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
Vitara Brezza ZDi,890000,70000,Individual,1248.0,89.0,200 Nm @ 1750 rpm,5.0,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
A3 35 TDI Premium Plus + Sunroof,2380000,36000,Individual,1968.0,141.0,320 Nm @ 1750 rpm,5.0,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
Baleno Alpha Automatic,775000,40000,Individual,1197.0,82.0,113 Nm @ 4200 rpm,5.0,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
E-Class 200,7050000,1102,Individual,1498.0,116.0,,,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
Polo 1.5 TDI,500000,62000,Individual,1498.0,89.0,230 Nm @ 1500 rpm,5.0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False
C-Class 250 CDI Avantgarde,675000,97000,Individual,2143.0,207.0,500@1600,5.0,13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
Polo Highline1.2L (P),525000,43550,Individual,1198.0,74.0,110 Nm @ 3750 rpm,5.0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False
Ecosport Titanium + 1.5L TDCi [2019-2020],850000,28000,Individual,1498.0,99.0,205 Nm @ 1750 rpm,5.0,5,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False
Kwid 1.0 RXL [2017-2019],390000,47874,Individual,999.0,67.0,91 Nm @ 4250 rpm,5.0,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False
Verna 1.6 CRDI SX (O),965000,87001,Individual,1582.0,126.0,260 Nm @ 1900 rpm,5.0,6,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False
Rexton RX7,975000,72000,Individual,2696.0,184.0,402 Nm @ 3000 rpm,7.0,11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
X1 sDrive20d xLine,3025000,59000,Individual,1995.0,184.0,350 Nm @ 1750 rpm,5.0,5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
Innova 2.5 V 7 STR,650000,143477,Individual,2494.0,102.0,200@1400,7.0,12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
A3 35 TDI Premium Plus,1390000,85900,Individual,1968.0,141.0,320 Nm @ 1750 rpm,5.0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
DZire ZXi AGS,950000,10000,Individual,1197.0,89.0,113 Nm @ 4400 rpm,5.0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
Q7 45 TDI Technology Pack,5900000,47000,Individual,2967.0,245.0,600 Nm @ 1500 rpm,7.0,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
Swift VXi,409999,55000,Individual,1197.0,85.0,114 Nm @ 4000 rpm,5.0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False
Ameo Trendline 1.5L (D),575000,69508,Individual,1498.0,109.0,250 Nm @ 1500 rpm,5.0,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
City ZX Diesel,1450000,2500,Individual,1498.0,98.0,200 Nm @ 1750 rpm,5.0,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False
SX4 VXi,185000,64000,Individual,1586.0,102.0,145@4200,5.0,14,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False
E-Class E200 CGI Blue Efficiency,1650000,53089,Individual,1796.0,186.0,285 Nm @ 4000 rpm,5.0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
Ciaz Alpha Hybrid 1.5 AT [2018-2020],823000,90000,Individual,1462.0,103.0,138 Nm @ 4400 rpm,5.0,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
Harrier XZ,2095000,23000,Individual,1956.0,168.0,350 Nm @ 1750 rpm,5.0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False
Wagon R LXi,350000,55000,Individual,998.0,68.0,90@3500,5.0,12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False
Grand i10 Magna U2 1.2 CRDi,335000,64000,Individual,1186.0,74.0,190 Nm @ 1750 rpm,5.0,8,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
Grand i10 Sports Edition 1.2L Kappa VTVT,649000,52236,Individual,1197.0,81.0,114 Nm @ 4000 rpm,5.0,4,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False
City 1.5 V MT,400000,76000,Individual,1497.0,116.0,146 Nm @ 4800 rpm,5.0,11,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False
3-Series 330i M Sport Edition,5500000,19000,Individual,1998.0,248.0,350 Nm @ 1450 rpm,5.0,4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
Fortuner 3.0 4x2 MT,1375000,97000,Individual,2982.0,169.0,343 Nm @ 1400 rpm,7.0,11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False
Creta SX Plus 1.6 AT CRDI,1190000,76000,Individual,1582.0,126.0,265 Nm @ 1900 rpm,5.0,6,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
Harrier XT Plus Dark Edition,1930000,15000,Individual,1956.0,168.0,350 Nm @ 1750 rpm,5.0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False
Innova 2.5 GX BS IV 7 STR,990000,98000,Individual,2494.0,101.0,200 Nm @ 1200 rpm,7.0,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False
Elite i20 Asta 1.2 (O) [2016],725000,36597,Individual,1197.0,82.0,115 Nm @ 4000 rpm,5.0,7,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
C-Class C220d Progressive,6100000,500,Individual,1950.0,192.0,400 Nm @ 1600 rpm,5.0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
Ciaz VXi,575000,48000,Individual,1373.0,91.0,130 Nm @ 4000 rpm,5.0,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False
Discovery Sport HSE Luxury,3200000,55000,Individual,1999.0,177.0,430 Nm @ 1750 rpm,7.0,8,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
Innova ZX 2.4 AT 7 STR,2850000,16000,Individual,2393.0,148.0,360 Nm @ 1400 rpm,7.0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
Ertiga ZXI+,725000,53000,Individual,1373.0,94.0,130 Nm @ 4000 rpm,7.0,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False
Sunny XV Diesel,380000,35000,Individual,1461.0,85.0,200 Nm @ 2000 rpm,5.0,11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False
Amaze 1.2 VX AT i-VTEC,434999,50000,Individual,1199.0,89.0,110 Nm @ 4800 rpm,5.0,10,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
Polo Comfortline 1.2L (P),425000,52600,Individual,1198.0,74.0,110 Nm @ 3750 rpm,5.0,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False
Amaze 1.2 E MT Petrol [2018-2020],675000,25000,Individual,1199.0,89.0,110 Nm @ 4800 rpm,5.0,4,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False
Xcent S 1.2,399000,74000,Individual,1197.0,81.0,114 Nm @ 4000 rpm,5.0,10,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False
Vento Highline Diesel AT,685000,85000,Individual,1498.0,103.0,250 Nm @ 1500 rpm,5.0,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
Ritz VXI BS-IV,265000,28000,Individual,1498.0,116.0,,,13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False
Vento Highline Plus 1.6 (P),940000,35000,Corporate,1598.0,103.0,153 Nm @ 3800 rpm,5.0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False
GLS 450 4MATIC,13100000,17000,Individual,2999.0,362.0,500 Nm @ 1600 rpm,7.0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
Q5 2.0 TDI quattro Technology Pack,2690000,57000,Individual,1968.0,174.0,380 Nm @ 1750 rpm,5.0,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
City VX,1255000,10000,Corporate,1497.0,117.0,145 Nm @ 4600 rpm,5.0,3,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False
Q5 3.0 TDI quattro,825000,63300,Individual,2967.0,240.0,500@1500,5.0,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
Grand i10 Magna 1.2 Kappa VTVT [2013-2016],390000,46000,Individual,1197.0,81.0,114 Nm @ 4000 rpm,5.0,10,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False
Verna Fluidic 1.6 CRDi SX Opt,525000,64000,Individual,1582.0,126.0,260 Nm @ 1900 rpm,5.0,10,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
Q2 Premium 40 TFSI quattro,3450000,4600,Individual,1984.0,188.0,320 Nm @ 1500 rpm,5.0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
CLA 200 CDI Sport (CBU),2825000,23000,Individual,2143.0,134.0,300 Nm @ 1600 rpm,5.0,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
